Feature,Importance,Std
is_month_to_month_x_payment_method_electronic_check,0.2555950304382523,0.002042010949862434
Contract_numeric_inv,0.13788619576313632,0.01199594542317301
Contract_numeric,0.11395916032466187,0.012440671976709158
MonthlyCharges_x_Contract_numeric_FE,0.09484593381574925,0.0036679191397519326
PaymentMethod_Electronic check_encoded,0.08007127377063239,0.0009720187242057577
MonthlyCharges,0.06779222061636245,0.003723302924592894
tenure,0.06352195881487413,0.0007520193934569363
tenure_Contract_numeric_ratio,0.03451417396033842,0.0017306167036469523
has_internet,0.0192530871712636,0.0008682367059332378
PaperlessBilling_Yes_encoded,0.01821479614381969,0.0006082573719494905
tenure_years,0.018091243787571286,0.0008590560620318063
TotalCharges_MonthlyCharges_x_Contract_numeric_FE_ratio,0.016841136179317578,0.002593403387105829
TotalCharges,0.015778513563517237,0.00012306990727608614
tenure_segment,0.007955546905380771,0.0019138379352584814
OnlineSecurity_numeric,0.007859564202819766,0.0005976941056711336
Dependents_Yes_encoded,0.007806412362535648,0.00037677714927274034
SeniorCitizen_Dependents_Yes_FE,0.004881258762945886,0.00024222249286358607
has_internet_x_StreamingTV_numeric_FE,0.0047489839883359825,0.0002715926145946609
has_internet_x_OnlineSecurity_numeric_FE,0.004250354951008157,0.0005943876431367061
SeniorCitizen_MonthlyCharges_FE,0.004005113020584071,0.0005610964782951399
MultipleLines_numeric,0.003973122101208657,0.00018129665726092205
StreamingMovies_numeric,0.0028727288982425586,0.0007544713188023386
StreamingTV_numeric,0.0027238893095368347,0.0003564651655194979
has_internet_x_StreamingMovies_numeric_FE,0.002369018091726318,0.0007719972645954819
TechSupport_numeric,0.0022054696927820364,0.00038557285418996853
PhoneService_Yes_encoded,0.001681725895263024,0.00010171448112383497
has_internet_x_TechSupport_numeric_FE,0.0014931543157406801,0.00040697267688639174
num_internet_services,0.0012612570913270319,0.00016733673778847032
SeniorCitizen,0.001157611647664808,0.00041217850577922506
OnlineBackup_numeric,0.000617011435573134,8.487417021933403e-05
DeviceProtection_numeric,0.0004977170437994142,7.96942429777906e-05
has_internet_x_OnlineBackup_numeric_FE,0.00044321539314866304,0.0001162422264582798
PaymentMethod_Mailed check_encoded,0.00030770197227970137,3.3420315226136665e-05
has_internet_x_DeviceProtection_numeric_FE,0.0002552348435747495,3.2423533601114166e-05
PaymentMethod_Credit card (automatic)_encoded,8.896379729428721e-05,2.6615141900837054e-05
SeniorCitizen_Partner_Yes_FE,7.368031569300941e-05,4.0093721295419474e-05
Partner_Yes_encoded,6.282997371055814e-05,8.519579146391403e-06
gender_Male_encoded,4.3709638327665436e-05,8.730783805841474e-06
