Feature,Importance,Std
MonthlyCharges,0.22310148991515785,0.007751321206748132
tenure,0.2107793254814181,0.011163154706609344
SeniorCitizen_Dependents_Yes_FE,0.08844005943761866,0.0061222713213756
SeniorCitizen_Partner_Yes_FE,0.07016948917161936,0.007707862765824412
TotalCharges_MonthlyCharges_x_Contract_numeric_FE_ratio,0.060788291676235374,0.005531509638382793
TotalCharges,0.0569648315200767,0.004054226111005021
has_internet,0.052388811646221126,0.004734262986960525
InternetService,0.03542418288686794,0.0023833682366051633
has_internet_x_DeviceProtection_numeric_FE,0.022603678233171005,0.003486383831755488
Contract_numeric,0.021922424031296017,0.0029934098095126234
has_internet_x_StreamingTV_numeric_FE,0.01460084111179101,0.0018725131807527933
TechSupport,0.013247016825793063,0.0020017292129327065
OnlineSecurity,0.012509918645279863,0.002530328479378126
tenure_years,0.012482869383103622,0.002306121346034482
PaperlessBilling,0.011226831075956813,0.0018773153486207881
MultipleLines,0.011030207870641708,0.0016187246551904934
OnlineSecurity_numeric,0.00986826321974936,0.0011215466187862043
has_internet_x_OnlineBackup_numeric_FE,0.00972159046676185,0.0014824810983792905
MultipleLines_numeric,0.007618020045718979,0.0012183442591987706
is_month_to_month_x_payment_method_electronic_check,0.006483073544041115,0.0019886192119677715
has_internet_x_OnlineSecurity_numeric_FE,0.006467204924524012,0.0010237846531379014
Dependents,0.004669893782773544,0.0016492272976710504
OnlineBackup,0.004605038401263928,0.0004643418704383924
StreamingTV_numeric,0.003417557433294313,0.0011260089166431513
StreamingMovies_numeric,0.0031685552289819003,0.0008632469216365121
SeniorCitizen_MonthlyCharges_FE,0.002923488295664213,0.0005856741156214003
PaymentMethod,0.0027562039623558647,0.0009595290953496192
Contract_numeric_inv,0.002671465161694764,0.0011376878402797814
has_internet_x_StreamingMovies_numeric_FE,0.001999383675883961,0.000388764213676171
SeniorCitizen,0.0019490336572074705,0.0007597449503938334
PhoneService,0.001792872449648392,0.000419457865618256
DeviceProtection,0.0017679800881593127,0.00046331408240515257
Contract,0.001646590477803896,0.0016587771720947004
DeviceProtection_numeric,0.0013808828852764487,0.00017121044678373377
tenure_segment,0.0009286811805791226,0.0002270146911929877
has_internet_x_TechSupport_numeric_FE,0.0008319003661692527,0.0003842823178121424
StreamingTV,0.0008230207871268653,0.00046457023717753714
Partner,0.0007732703118966364,0.0001081049216741724
StreamingMovies,0.0007418322515952917,0.00037633260960103735
OnlineBackup_numeric,0.000706210480633296,5.483398763934307e-05
num_internet_services,0.0007025566497240153,7.903014755128358e-05
gender,0.0006559173712235703,0.0001614929481641812
TechSupport_numeric,0.0005383244470812353,0.00028691177154791127
tenure_Contract_numeric_ratio,0.0004962974200950349,0.00022193453682920313
MonthlyCharges_x_Contract_numeric_FE,0.0002146221208240957,6.05994837605458e-05
