Feature,Importance,Std
tenure,0.02487310694900451,0.0003633412835796231
Contract_numeric_inv,0.021640785342401315,0.0013108399007480292
tenure_Contract_numeric_ratio,0.015677841519649557,0.0010755831930270065
MonthlyCharges,0.013526790594773047,0.002094915433416939
Contract_numeric,0.011131276625432687,0.0011385603088923813
TotalCharges,0.007274121543775575,0.0003056139223221697
MonthlyCharges_x_Contract_numeric_FE,0.0038596025835497816,0.0009780063208614928
is_month_to_month_x_payment_method_electronic_check,0.002853182576343338,8.145958343102148e-05
TotalCharges_MonthlyCharges_x_Contract_numeric_FE_ratio,0.002591861489886267,0.00019224382868523324
PaperlessBilling_Yes_encoded,0.002425952348098941,5.42651080766229e-05
PaymentMethod_Electronic check_encoded,0.0015931219223105561,3.399296753161466e-05
Dependents_Yes_encoded,0.0015445908871075864,2.7781034022820213e-05
has_internet,0.0013733710711752423,0.00013306895756388845
MultipleLines_numeric,0.0013300051216870346,4.2120342825609206e-05
OnlineSecurity_numeric,0.0007912095474062464,6.656431709945603e-06
PhoneService_Yes_encoded,0.0007127242296329395,1.994764558989392e-05
TechSupport_numeric,0.00047989835037211,1.637148911539577e-05
SeniorCitizen_MonthlyCharges_FE,0.0004212223873873699,2.1285536073814608e-05
OnlineBackup_numeric,0.00037352184915853795,1.4636401279119684e-05
DeviceProtection_numeric,0.00030186851596682325,1.757804336190073e-05
has_internet_x_OnlineSecurity_numeric_FE,0.00024472042671170647,3.6841608292020245e-06
StreamingTV_numeric,0.00022732451202252642,1.245367729475255e-05
StreamingMovies_numeric,0.00018047314062104246,9.551970370210905e-06
has_internet_x_StreamingTV_numeric_FE,0.00017973964367784976,1.558587795882319e-05
has_internet_x_StreamingMovies_numeric_FE,0.00015384847504097189,1.1422357595537105e-05
PaymentMethod_Mailed check_encoded,0.00013009412092181982,1.2321729890573648e-05
has_internet_x_TechSupport_numeric_FE,0.00012167891012691224,5.623949727411587e-06
has_internet_x_DeviceProtection_numeric_FE,0.00012036665292805448,3.743359849474197e-06
Partner_Yes_encoded,0.00012034828369360984,1.1254909730715812e-05
SeniorCitizen_Dependents_Yes_FE,0.00011964754900061883,7.680134010080533e-06
gender_Male_encoded,0.00011344834596263231,1.2205933336881766e-05
has_internet_x_OnlineBackup_numeric_FE,0.00010235457010189907,6.453241392596408e-06
PaymentMethod_Credit card (automatic)_encoded,7.37768789299076e-05,1.3240298375413961e-05
SeniorCitizen,5.661308298820833e-05,6.328377090446693e-06
SeniorCitizen_Partner_Yes_FE,1.245203974108877e-05,3.7336234455645563e-06
